particle_id,frame_num,particle_num,time_stamp_s,ecd_um,area_pixels,perimeter,circularity,intensity_mean,intensity_std,intensity_min,intensity_max,max_feret_diam_um,aspect_ratio,x_left,x_right,y_top,y_bottom,edge_particle,experiment,step,type,ml_type_proba
43287,1486,12,159.738,7.625,88,50.21,0.66,732.16,57.84,601,799,14.375,0.43,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43295,1487,8,159.847,8.125,93,43.73,0.78,624.02,152.69,246,796,14.375,0.39,553,569,796,802,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense globular,101
43300,1487,13,159.847,7.375,84,47.63,0.68,730.06,56.67,610,797,12.875,0.5,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43307,1488,7,159.957,7.625,89,47.38,0.71,732.99,58.87,605,799,14.125,0.47,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent globular,101
43312,1489,4,160.066,7.625,87,54.46,0.61,730.63,57.21,602,798,14.375,0.46,209,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43316,1490,4,160.175,7.375,83,50.8,0.64,728.51,57.21,602,799,13.375,0.46,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43321,1491,5,160.284,7.125,82,49.63,0.65,728.35,59.18,601,799,13.875,0.43,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43326,1492,5,160.393,7.375,84,45.97,0.71,730.18,57.24,609,799,14.125,0.45,210,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43333,1493,6,160.503,7.625,87,50.46,0.66,731.14,57.7,612,799,14.125,0.45,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43343,1494,10,160.612,7.625,87,47.8,0.69,731.49,56.63,606,799,14.625,0.44,210,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43345,1495,1,160.721,5.375,61,32.73,0.85,650.92,131.81,345,796,6.375,0.84,640,649,45,53,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43352,1495,8,160.721,7.125,82,46.38,0.69,728.95,59.26,608,799,14.125,0.42,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43354,1496,2,160.83,7.375,85,52.87,0.62,728.72,57.35,605,798,14.125,0.46,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43355,1497,1,160.939,7.125,81,43.14,0.74,729.51,64.96,561,799,12.875,0.41,663,677,525,531,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43358,1497,4,160.939,7.875,90,44.21,0.76,659.64,135.73,304,799,10.125,0.82,432,442,893,905,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense globular,101
43360,1497,6,160.939,7.375,83,45.8,0.71,728.47,58.58,607,798,14.125,0.45,210,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43365,1498,5,161.049,7.875,90,56.46,0.6,733.78,57.37,606,799,13.125,0.5,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43372,1499,7,161.158,7.625,86,48.46,0.68,730.12,57.65,603,799,14.125,0.46,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43376,1500,4,161.267,7.875,92,55.46,0.61,734.74,58.67,601,799,15.375,0.41,209,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43381,1501,5,161.376,6.875,79,43.38,0.73,725.65,57.51,606,799,13.125,0.43,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43388,1502,7,161.485,7.625,89,45.8,0.73,731.34,57.62,608,799,14.375,0.43,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43396,1503,8,161.595,7.375,84,46.56,0.7,730.79,57.17,605,799,14.375,0.43,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43401,1504,5,161.704,7.625,89,51.63,0.65,732.46,58.55,599,799,15.375,0.46,209,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43404,1505,3,161.813,7.625,86,50.21,0.65,732.88,56.6,613,799,14.125,0.47,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43410,1506,6,161.922,7.375,83,50.28,0.64,728.55,56.96,607,797,14.125,0.42,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43413,1507,3,162.031,7.375,84,47.87,0.68,729.24,58.69,608,799,13.875,0.41,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43419,1508,6,162.141,7.875,91,42.73,0.79,733.6,58.65,598,800,13.375,0.45,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43428,1509,9,162.247,7.375,85,43.14,0.76,729.66,59.19,608,799,12.125,0.48,210,224,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent globular,101
43433,1510,5,162.367,7.375,84,43.56,0.75,730.71,58.13,602,798,14.375,0.41,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43436,1511,3,162.467,7.125,81,43.63,0.73,726.75,56.36,609,799,12.875,0.44,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43440,1512,4,162.577,7.625,89,52.56,0.64,733.16,57.68,603,798,13.375,0.46,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43443,1513,2,162.677,5.375,62,41.87,0.67,752.13,34.72,673,798,9.125,0.52,571,579,590,601,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent globular,101
43446,1513,5,162.677,7.375,83,47.38,0.68,728.63,58.53,608,798,13.375,0.47,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43455,1514,9,162.797,7.375,85,44.21,0.74,730.6,58.32,605,799,12.875,0.45,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43458,1515,3,162.887,7.625,89,47.21,0.71,734.04,58.18,614,799,14.125,0.46,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43461,1516,3,163.007,6.875,78,44.21,0.71,725.05,57.31,602,799,13.125,0.42,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43465,1517,4,163.097,7.125,80,45.63,0.69,726.38,58.45,604,799,12.875,0.46,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43468,1518,3,163.207,8.125,95,52.21,0.66,738.51,57.82,609,801,15.625,0.46,209,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43471,1519,3,163.307,7.625,87,51.46,0.64,732.14,58.13,602,799,14.375,0.45,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43475,1520,4,163.417,7.375,83,48.21,0.67,730.23,57.86,612,799,13.375,0.47,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43484,1521,9,163.517,7.625,88,51.87,0.64,730.84,57.64,605,799,14.125,0.48,209,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43491,1522,7,163.637,7.625,86,54.04,0.61,731.27,57.45,604,799,13.125,0.49,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43499,1523,8,163.727,7.625,86,47.21,0.7,730.26,58.87,604,799,14.375,0.44,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43504,1524,5,163.837,7.625,87,53.46,0.62,732.2,57.72,611,798,14.125,0.46,210,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43507,1525,2,163.937,10.875,134,47.38,0.87,498.04,233.9,108,799,13.375,0.69,183,193,85,99,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense globular,101
43515,1525,10,163.937,7.625,89,51.04,0.66,733.7,58.58,600,799,14.375,0.44,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43525,1526,9,164.047,7.625,86,57.46,0.57,731.7,57.41,606,799,13.375,0.47,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43530,1527,5,164.147,7.375,83,52.46,0.62,731.08,57.41,610,799,14.125,0.44,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43532,1528,2,164.247,5.625,63,32.9,0.86,738.44,47.96,638,796,7.375,0.66,400,406,515,525,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43533,1528,3,164.247,7.125,81,43.38,0.74,727.47,56.21,610,799,14.125,0.4,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43538,1529,4,164.357,7.125,81,48.28,0.66,727.35,57.69,609,799,13.875,0.45,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43543,1530,5,164.466,7.625,86,47.46,0.69,730.5,58.56,608,799,13.875,0.47,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43549,1531,6,164.575,7.625,88,46.38,0.72,731.89,60.77,601,803,14.125,0.46,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43551,1532,2,164.684,7.125,81,46.46,0.69,727.6,56.64,602,799,13.125,0.46,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43552,1533,1,164.793,5.125,58,30.73,0.88,618,140.65,344,794,5.625,0.78,503,512,159,166,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense globular,101
43553,1533,2,164.793,8.375,96,41.38,0.84,560.41,183.71,187,793,12.125,0.59,607,621,207,215,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense globular,101
43557,1533,6,164.793,7.625,87,49.21,0.67,732.38,56.61,606,799,15.125,0.46,209,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43562,1534,5,164.903,7.375,84,49.87,0.65,731.5,57.79,603,799,14.125,0.44,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43568,1535,6,165.012,7.375,83,46.28,0.7,729.39,57.11,614,798,12.875,0.45,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43570,1536,2,165.121,6.125,71,36.14,0.83,707.89,78.86,528,799,7.125,0.95,124,134,251,260,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43575,1536,7,165.121,7.875,91,50.8,0.67,733.35,58.86,607,799,14.375,0.48,210,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43580,1537,5,165.23,6.125,69,34.38,0.86,715.93,62.24,595,799,6.375,0.89,550,559,247,256,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43584,1537,9,165.23,9.875,119,53.11,0.73,640.13,128.47,384,799,21.375,0.32,1044,1060,913,928,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense fibral,101
43585,1537,10,165.23,7.625,87,47.63,0.69,732.71,57.9,596,798,14.125,0.47,209,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43589,1538,4,165.339,7.125,81,39.04,0.82,725.75,67.12,557,799,7.875,0.82,996,1007,242,251,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43592,1538,7,165.339,7.625,87,44.38,0.74,731.89,58.42,605,799,12.125,0.5,210,224,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent globular,101
43597,1539,5,165.449,9.125,108,39.8,0.93,452.69,231.88,116,797,9.625,0.88,387,398,645,656,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43598,1539,6,165.449,6.125,71,35.56,0.84,720.45,61.76,589,799,9.625,0.56,484,493,683,693,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43600,1539,8,165.449,7.375,84,47.63,0.68,729.74,57.34,609,799,14.125,0.43,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43608,1540,8,165.558,7.625,88,49.21,0.68,731.77,56.93,601,798,14.375,0.46,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43614,1541,6,165.667,7.125,80,44.87,0.71,727.34,56.74,609,798,13.875,0.42,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43625,1542,11,165.776,7.125,80,50.46,0.63,727.04,55.58,598,798,12.875,0.43,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43626,1543,1,165.884,9.375,110,47.63,0.78,656.44,129.07,387,799,12.125,0.68,1245,1259,157,167,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense globular,101
43632,1543,7,165.884,7.375,84,44.63,0.73,729.58,59.43,593,799,13.125,0.44,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43637,1544,5,166.004,7.375,83,45.63,0.71,728.12,56.83,602,799,14.125,0.41,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43642,1545,4,166.104,7.625,88,46.97,0.71,733.17,57.35,608,799,13.125,0.46,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43646,1546,4,166.204,21.875,355,76.53,0.87,331.4,275.62,27,798,24.625,0.94,898,919,898,920,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43647,1546,5,166.204,7.625,86,54.63,0.6,731.49,57.03,615,799,14.125,0.45,210,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43655,1547,8,166.324,6.875,78,45.46,0.69,724.37,55.57,600,796,12.875,0.43,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43658,1548,3,166.414,7.375,85,45.38,0.72,729.64,57.88,596,799,14.125,0.41,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43666,1549,8,166.534,7.375,85,48.63,0.67,731.38,56.81,613,799,13.125,0.43,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43673,1550,7,166.624,7.625,86,44.38,0.74,730.55,57.65,605,799,13.125,0.48,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent globular,101
43676,1551,3,166.744,7.375,83,36.97,0.87,513.25,223.61,109,798,8.625,0.9,859,870,911,920,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43678,1551,5,166.744,7.625,86,45.8,0.72,729.76,57.55,603,798,12.875,0.48,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent globular,101
43681,1552,3,166.834,5.875,67,33.97,0.85,555,197.4,163,799,7.875,0.66,528,538,765,773,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense globular,101
43684,1552,6,166.834,7.625,89,47.63,0.7,732.2,59.23,603,799,14.125,0.45,209,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43692,1553,7,166.954,7.625,88,44.21,0.75,732.58,57.97,612,802,14.125,0.46,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43700,1554,7,167.044,7.625,88,46.56,0.71,734.52,57.33,609,799,14.125,0.47,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent globular,101
43708,1555,7,167.164,7.125,80,42.38,0.75,726.35,57.19,600,799,13.125,0.42,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43709,1556,1,167.254,6.625,76,37.56,0.82,617.24,161.35,252,799,7.375,0.88,1186,1195,38,47,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43718,1556,10,167.254,7.375,84,47.21,0.69,730.08,56.81,602,796,13.375,0.43,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43720,1557,2,167.374,7.625,88,49.63,0.67,732.85,56.95,609,799,13.875,0.46,209,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43725,1558,5,167.464,7.625,88,51.21,0.65,733.51,57.79,611,799,14.625,0.41,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43727,1559,2,167.584,10.125,123,47.04,0.84,677.4,85.45,511,799,12.125,0.78,316,328,376,390,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense globular,101
43729,1559,4,167.584,7.375,85,43.97,0.74,731.76,56.89,604,799,13.375,0.46,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43731,1560,2,167.674,7.625,86,52.46,0.63,731.71,59.22,596,799,13.375,0.46,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43737,1561,6,167.794,7.625,87,51.46,0.64,731.01,58.73,606,798,13.375,0.44,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43741,1562,4,167.884,7.875,90,44.97,0.75,733.6,57.79,593,800,14.125,0.46,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43747,1563,6,167.992,7.125,81,47.8,0.67,727.95,56.83,606,798,13.125,0.41,210,225,994,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43752,1564,5,168.101,7.625,88,49.63,0.67,732.07,58.17,603,798,14.125,0.46,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43758,1565,6,168.211,7.875,91,47.21,0.72,734.64,57.86,606,799,14.375,0.47,210,226,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent globular,101
43763,1566,5,168.32,7.625,87,49.87,0.66,732.71,57.96,605,799,14.125,0.44,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43764,1567,1,168.429,8.125,94,53.11,0.65,718.45,78.12,513,799,10.875,0.75,625,638,61,71,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43765,1567,2,168.429,8.875,105,43.73,0.83,672.7,109.21,432,799,11.375,0.62,492,500,86,99,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense globular,101
43770,1567,7,168.429,7.375,84,46.21,0.7,729.33,59.29,594,799,13.125,0.46,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43781,1568,10,168.538,7.625,88,47.38,0.7,734.42,58.6,608,798,15.125,0.46,209,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43783,1569,1,168.647,13.125,170,50.63,0.91,406.81,267.14,24,796,13.375,0.99,703,717,54,68,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43787,1569,5,168.647,7.375,84,49.8,0.65,731.81,57.25,605,798,13.125,0.48,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43796,1570,8,168.757,7.625,87,48.46,0.68,731.99,58.84,602,799,14.375,0.41,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43804,1571,7,168.866,7.625,89,48.04,0.7,733.57,57.53,611,799,14.125,0.48,209,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43811,1572,7,168.975,7.625,86,43.8,0.75,730.52,59.45,604,802,13.875,0.45,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43812,1573,1,169.084,19.375,291,70.6,0.86,367,276.69,6,798,23.125,0.85,744,767,188,206,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43813,1573,2,169.084,8.875,103,44.21,0.81,700.04,100.02,411,799,9.875,0.92,963,973,204,216,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43814,1573,3,169.084,6.375,73,35.14,0.86,709.92,79.41,519,799,7.125,0.86,327,336,208,216,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43818,1573,7,169.084,5.125,59,34.14,0.8,690.59,82.94,519,799,8.875,0.57,95,106,981,988,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43819,1573,8,169.084,7.625,88,49.04,0.68,734.09,55.81,619,797,14.375,0.43,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43825,1574,6,169.193,7.625,89,50.46,0.66,733.91,56.96,606,799,14.375,0.44,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43830,1575,5,169.301,34.625,743,129.57,0.75,286.36,288.36,0,799,54.625,0.4,602,628,917,961,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43832,1575,7,169.301,7.375,84,45.21,0.72,730.11,58.16,598,799,13.125,0.46,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43838,1576,5,169.421,7.875,91,46.38,0.73,736.03,57.05,617,799,14.125,0.47,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43844,1577,6,169.521,7.375,85,46.63,0.7,731.91,56.84,613,797,14.375,0.43,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43854,1578,8,169.621,7.125,81,44.63,0.71,728.89,57.94,608,799,13.125,0.44,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43860,1579,3,169.741,5.375,61,37.38,0.74,738.15,51.7,636,799,8.875,0.65,307,316,296,306,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43864,1579,7,169.741,7.125,81,50.63,0.63,728.14,56.66,610,798,13.125,0.48,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43871,1580,7,169.831,7.625,89,51.04,0.66,734.82,56.9,616,799,12.875,0.52,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43873,1581,2,169.951,7.625,89,44.38,0.75,705.72,69.62,571,799,15.125,0.35,972,981,773,788,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,dense fibral,101
43875,1581,4,169.951,7.625,88,51.63,0.64,732.69,58.24,609,799,13.125,0.45,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43877,1582,2,170.041,7.125,81,43.8,0.73,729.4,58.14,603,799,14.125,0.43,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43884,1583,7,170.161,7.875,90,48.04,0.7,734.4,56.83,600,799,14.375,0.45,209,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43887,1584,3,170.251,7.625,89,46.63,0.72,733.1,57.11,607,799,15.375,0.48,209,226,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent globular,101
43891,1585,4,170.371,7.625,86,46.21,0.71,732.51,56.82,610,799,13.125,0.45,210,225,993,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
43895,1586,4,170.461,6.875,79,39.46,0.8,691.11,88.35,487,798,11.375,0.48,212,223,678,689,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,air bubble,101
43899,1586,8,170.461,7.875,90,47.8,0.7,734.02,59.09,600,799,13.375,0.48,210,225,992,1000,FALSE,AHF_20151014_Galactic,GIV6 LN20150206_5200-3196_151014-140119,translucent fibral,101
